IDITEM;IDBRAND;IDTYPE;IDCATEGORY;ARTNR;PARTNR;DESCRIPTION;TEXT1;TEXT2;TEXT3;TEXT4;TEXT5;TEXT6;TEXT7;TEXT8;TEXT9;TEXT10;NUMBER1;NUMBER2;NUMBER3;NUMBER4;NUMBER5;NUMBER6;NUMBER7;NUMBER8;NUMBER9;NUMBER10;BOOL1;BOOL2;BOOL3;BOOL4;BOOL5;BOOL6;BOOL7;BOOL8;BOOL9;BOOL10;TIMESTAMP
31000793;20001210;group;2007;;;DSC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000794;20001210;group;2007;;;E;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000557;20000243;group;2007;;;Console;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000558;20000243;group;2007;;;BI;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000559;20000246;group;2007;;;TP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000560;20000276;group;2007;;;FP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000561;20000276;group;2007;;;PCR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000562;20000276;group;2007;;;SR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000563;20000276;group;2007;;;ER;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000564;20000276;group;2007;;;SP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000565;20000302;group;2007;;;LSP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000566;20000302;group;2007;;;Cimatron;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000567;20000329;group;2007;;;CBM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000568;20000333;group;2007;;;IJ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000569;20000333;group;2007;;;LN;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000570;20000388;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000571;20000515;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000572;20000530;group;2007;;;Le;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000573;20000530;group;2007;;;WS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000574;20000623;group;2007;;;Opus;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000575;20000681;group;2007;;;CP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000576;20000730;group;2007;;;HT;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000578;20000730;group;2007;;;H;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000263;20000652;group;2007;;;Daisy;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000264;20000652;group;2007;;;DC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000265;20000652;group;2007;;;DEX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000266;20000652;group;2007;;;DL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000267;20000652;group;2007;;;DLP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000268;20000652;group;2007;;;DOT MAX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000269;20000652;group;2007;;;DPL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000270;20000652;group;2007;;;Dpmg;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000271;20000652;group;2007;;;DV;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000272;20000652;group;2007;;;DX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000273;20000652;group;2007;;;F;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000274;20000652;group;2007;;;G;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000277;20000652;group;2007;;;Lineprinter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000278;20000652;group;2007;;;M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001204;20002488;group;2007;;;Labelmanager;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001205;20002488;group;2007;;;Letratag;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001206;20002488;group;2007;;;Labelpoint;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000303;20000920;group;2007;;;LN;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000304;20000920;group;2007;;;Microlaser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000305;20000920;group;2007;;;PS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000306;20000920;group;2007;;;SC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000307;20000920;group;2007;;;Terminet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000309;20000920;group;2007;;;WH;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000310;20000681;group;2007;;;C;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000311;20000681;group;2007;;;CS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000312;20000681;group;2007;;;Docustation DSM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000313;20000681;group;2007;;;Docustation;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000314;20000681;group;2007;;;DSC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000315;20000681;group;2007;;;E;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000316;20000681;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000317;20000681;group;2007;;;Faxstation;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000318;20000681;group;2007;;;GLS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000319;20000681;group;2007;;;GLX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000320;20000681;group;2007;;;GPC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000321;20000681;group;2007;;;LX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000322;20000681;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000323;20000681;group;2007;;;Printstation;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000324;20000681;group;2007;;;R;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000335;20000728;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000340;20000728;group;2007;;;PaintJet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000341;20000728;group;2007;;;Paintwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000342;20000728;group;2007;;;Photo Printer;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000343;20000728;group;2007;;;QuietJet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000344;20000746;group;2007;;;A;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000345;20000746;group;2007;;;Actionwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000346;20000746;group;2007;;;Colorjetprinter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000347;20000746;group;2007;;;Compact;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000348;20000746;group;2007;;;Displaywriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000349;20000746;group;2007;;;Electromatic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000350;20000746;group;2007;;;Electronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000351;20000746;group;2007;;;Execjet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000352;20000746;group;2007;;;Executive;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000353;20000746;group;2007;;;Grafikprinter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000354;20000746;group;2007;;;Infoprint C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000355;20000746;group;2007;;;Infoprint Color;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000356;20000746;group;2007;;;Infoprint;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000357;20000746;group;2007;;;MAG Card;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000358;20000746;group;2007;;;MC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000359;20000746;group;2007;;;Medley;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000360;20000746;group;2007;;;Memory;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000361;20000746;group;2007;;;Network Printer Color;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000419;20000530;group;2007;;;LG;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000420;20000530;group;2007;;;Declaser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000421;20000530;group;2007;;;LA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000422;20000569;group;2007;;;Galeo;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000423;20000569;group;2007;;;Agoris;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000424;20000586;group;2007;;;Novajet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000425;20000623;group;2007;;;D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000426;20000623;group;2007;;;Addo;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000427;20000623;group;2007;;;C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000428;20000623;group;2007;;;T;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000429;20000623;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000430;20000623;group;2007;;;Er;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000431;20000623;group;2007;;;CS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000432;20000623;group;2007;;;EL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000433;20000623;group;2007;;;E;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000434;20000623;group;2007;;;B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000435;20000653;group;2007;;;G;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000436;20000730;group;2007;;;Hifax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001294;20000728;group;2007;;;DesignJet L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001295;20001074;group;2007;;;MB;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001296;20001076;group;2007;;;ORS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001297;20000784;group;2007;;;MP C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000735;20000593;group;2007;;;Workforce Pro;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000379;20000784;group;2007;;;IS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000380;20000784;group;2007;;;ISC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000381;20000784;group;2007;;;Malice;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000382;20000784;group;2007;;;MF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000383;20000784;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000384;20001164;group;2007;;;Fax KF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000385;20001164;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000388;20001164;group;2007;;;FT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000389;20001164;group;2007;;;KL;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000391;20001164;group;2007;;;LP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000392;20001164;group;2007;;;PR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000393;20001164;group;2007;;;BIG Kiss;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000394;20001164;group;2007;;;bizhub C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000395;20001164;group;2007;;;bizhub PRO C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000396;20001164;group;2007;;;bizhub PRO;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000397;20001164;group;2007;;;bizhub;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000398;20001164;group;2007;;;Color Pageworks;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000400;20001164;group;2007;;;Colorscript;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000401;20001164;group;2007;;;Desklaser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000402;20001164;group;2007;;;Kiss;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000403;20001164;group;2007;;;Lasergrafix;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000404;20001164;group;2007;;;LG;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000405;20001164;group;2007;;;Magicolor;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000406;20001164;group;2007;;;Magnum;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000409;20001164;group;2007;;;PS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000410;20001164;group;2007;;;Scancopy;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000411;20001164;group;2007;;;Smartwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000412;20000984;group;2007;;;ECOSYS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000413;20000984;group;2007;;;F;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000414;20000984;group;2007;;;FBP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000415;20000984;group;2007;;;FS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000416;20000984;group;2007;;;FS-C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000417;20000984;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000419;20000984;group;2007;;;AF;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000420;20000984;group;2007;;;AI;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000421;20000984;group;2007;;;C;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000422;20000984;group;2007;;;CI;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000423;20000984;group;2007;;;Copystar;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000424;20000984;group;2007;;;DC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000425;20000984;group;2007;;;DP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000426;20000984;group;2007;;;DR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000427;20000984;group;2007;;;KM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000428;20000984;group;2007;;;KM-C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000429;20000984;group;2007;;;LDC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000430;20000984;group;2007;;;LP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000431;20000984;group;2007;;;LP-X;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000432;20000984;group;2007;;;MIP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000433;20000984;group;2007;;;Pointsource AI;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000434;20000984;group;2007;;;Pointsource CI;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000435;20000984;group;2007;;;Pointsource VI;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000581;20001076;group;2007;;;Editor;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000583;20001076;group;2007;;;ET;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000584;20001076;group;2007;;;ETC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000585;20001076;group;2007;;;ETP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000586;20001076;group;2007;;;ETS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000587;20001076;group;2007;;;ETV;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000588;20001076;group;2007;;;ETW;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000589;20001076;group;2007;;;ETZ;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000590;20001076;group;2007;;;Fax-LAB;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000591;20001076;group;2007;;;FX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000592;20001076;group;2007;;;HD;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000593;20001076;group;2007;;;JET-LAB;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000594;20001076;group;2007;;;JOB-JET;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000595;20001076;group;2007;;;JP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000596;20001076;group;2007;;;Lettera;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000597;20001076;group;2007;;;Lexicon;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000598;20001076;group;2007;;;Linea;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000599;20001076;group;2007;;;Logocart;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000600;20001076;group;2007;;;Logos;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000601;20001076;group;2007;;;LP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000602;20001076;group;2007;;;LX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000603;20001076;group;2007;;;M;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000608;20001076;group;2007;;;Mercator;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000610;20001076;group;2007;;;Myway;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000611;20001076;group;2007;;;NMS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000612;20001076;group;2007;;;Nomad-JET;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000613;20001076;group;2007;;;OCR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000614;20001076;group;2007;;;OFX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000615;20001076;group;2007;;;ORP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000616;20001076;group;2007;;;P;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000617;20001076;group;2007;;;PA;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000618;20001076;group;2007;;;Packcart;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000619;20001076;group;2007;;;PC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000620;20001076;group;2007;;;PD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000622;20001076;group;2007;;;Personal;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000623;20001076;group;2007;;;PG;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000624;20001076;group;2007;;;PR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000626;20001076;group;2007;;;PT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000628;20001076;group;2007;;;Raphael;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000629;20001076;group;2007;;;RAS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000630;20001076;group;2007;;;S;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000631;20001076;group;2007;;;Smallcart;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000632;20001076;group;2007;;;Studio;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000633;20001076;group;2007;;;Summa;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000634;20001076;group;2007;;;TC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000636;20001076;group;2007;;;TE;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000637;20001076;group;2007;;;Tekne;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000638;20001076;group;2007;;;TES;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000639;20001076;group;2007;;;Tescart;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000641;20001076;group;2007;;;TLM;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000642;20001076;group;2007;;;TTX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000062;20000264;group;2007;;;BIJ;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000063;20000264;group;2007;;;BJ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000064;20000264;group;2007;;;BJC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000065;20000264;group;2007;;;BJP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000066;20000264;group;2007;;;BJ-W;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000067;20000264;group;2007;;;BP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000068;20000264;group;2007;;;Business Card Printer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000070;20000264;group;2007;;;C;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000071;20000264;group;2007;;;Canofax;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000072;20000264;group;2007;;;Canola;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000073;20000264;group;2007;;;Card Photo Printer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000074;20000264;group;2007;;;CFX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000075;20000264;group;2007;;;CLC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000076;20000264;group;2007;;;CM;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000078;20000264;group;2007;;;Colorpass;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000079;20000264;group;2007;;;Compri;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000080;20000264;group;2007;;;CP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000081;20000264;group;2007;;;CW;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000082;20000264;group;2007;;;EP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000083;20000264;group;2007;;;ES;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000084;20000264;group;2007;;;F;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000085;20000264;group;2007;;;Fax B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000086;20000264;group;2007;;;Fax L;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000087;20000264;group;2007;;;Fax T;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000088;20000264;group;2007;;;Faxphone;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000089;20000264;group;2007;;;FC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000090;20000264;group;2007;;;Fileprint;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000091;20000264;group;2007;;;GP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000092;20000264;group;2007;;;I;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000094;20000264;group;2007;;;imageCLASS D;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000095;20000264;group;2007;;;imageCLASS MF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
